 CÓDIGO ;Número;Ramal/Estrada;Classificação;Segmentação;Rodovia/Estrada de acesso;Ponto de referencia ;Local de Início ;Local Termino ;Município;Calha;Extensão (km);Extensão de Obra (km);Und;Latitude Inicial;Longitude Inicial;Latitude Final;Longitude Final;Traçado KML;Traçado SHP;Ficha de Cadastro;Fotos;Relatorio;Mapa ;Assentamento Oficial;Acesso a Comunidades ou Distritos;Zona Agrícola ou Agropecuária;Zonas ou Pontos de Turísticos ;Atividade Industrial ;Nota Uso de Solo;População;Qtd. Sub-Vicinais ;Nota Nível de Ocupação;Acesso intermodal;Via de Acesso Alternativa ;Boa trafegabilidade terrestre;Infraestrutura de Acesso ;Acesso a serviços publicos;Nota de Vulnerabilidade de Transporte;Relevo;Tipo de Terreno;Unidades de Conservação;Sitio Arqueológico ;Terra Indigena ;OAES;Nota de Dificuldade de Elaboração de projeto e execução;Desenvolvimento Local;Vulnerabilidade de transporte ;Dificuldade de Elaboração;Soma;Prioridade;Revestimento;Qualidade do Pavimento Existente ;Fonte;Situação;ANO DE CONCLUSÃO;numero_ct_cv;RESUMO DO OBJETO;Custo Estimado ;Custo Contratatado 
RMCAP;48;ESTRADA DO MEMBECA - CAAPIRANGA;ESTRADA;PRIMÁRIO;R. ANTÔNIO MECENA ;R. ANTÔNIO MECENA - KM 00;Início da Estrada Membeca - R. Antônio Mecena - Ao lado do Posto Deus Conosco - Km 0,1;Fim da Estrada do Membeca - Comunidade Membeca - Km 33;CAAPIRANGA;INTERIOR;32,00;;km;"  3°19'35.18""S";" 61°12'47.39""W";"  3° 7'49.77""S";" 61° 7'33.79""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;EM OBRA;;;;R$ 80.000.000,00;
RMCRO;49;RAMAL DO kM 6 - AM-254;ESTRADA;PRIMÁRIO;AM-254;AM-254 - KM 6,21;Início do Ramal do Km 6 - Am-254 - Km 6,21;Fim do Ramal do Km 6 - Am-254 - Km 2,94;CAREIRO;RMM;2,94;;km;"  3°26'33.55""S";" 59°52'34.47""W";"  3°25'41.11""S";" 59°51'19.19""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 7.350.000,00;
RMCRO;50;RAMAL DO kM 7 - AM-254;ESTRADA;PRIMÁRIO;AM-254;AM-254 - KM 7,10;Início do Ramal do Km 7 - Am-254 - Km 7,10;Fim do Ramal do Km 7 - Km 6,52;CAREIRO;RMM;6,52;;km;"  3°26'57.93""S";" 59°52'18.90""W";"  3°28'38.83""S";" 59°55'9.78""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 16.300.000,00;
RMCRO;51;RAMAL DO PEDRINHO;ESTRADA;PRIMÁRIO;AM-254;AM-254 - KM 7,16;Início do Ramal do Pedrinho - Am-254 - Km 7,16;Fim do Ramal do Pedrinho - Am-254 - Km 0,9;CAREIRO;RMM;0,90;;km;"  3°26'59.26""S";" 59°52'17.53""W";"  3°26'43.10""S";" 59°51'51.07""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 2.250.000,00;
RMCRO;52;RAMAL DO kM 8 - AM-254 ;ESTRADA;PRIMÁRIO;AM-254;AM-254 - KM 8,80;Início do Ramal do Km 8 - Am-254 - Km 8,80;Fim do Ramal do Km 8 - Am-254 - Km 5,95;CAREIRO;RMM;5,95;;km;"  3°27'44.06""S";" 59°51'48.71""W";"  3°29'34.31""S";" 59°54'8.76""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 14.875.000,00;
RMCRO;53;RAMAL DO kM 9 - AM-254;ESTRADA;PRIMÁRIO;AM-254;AM-254 - KM 9,78;Início do Ramal do Km 9 - Am-254 - Km 9,78;Fim do Ramal do Km 9 - Am-254 - Km 5;CAREIRO;RMM;5,00;;km;"  3°28'10.25""S";" 59°51'30.41""W";"  3°26'12.00""S";" 59°49'57.18""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 12.500.000,00;
RMCRO;54;RAMAL DO kM 13 - AM-254;ESTRADA;PRIMÁRIO;AM-254;AM-254 - KM 13,06;Fim do Ramal do Km 13 - Am-254 - Km 7,24;Fim do Ramal do Km 13 - Am-254 - Km 7,24;CAREIRO;RMM;7,24;;km;"  3°29'38.57""S";" 59°50'32.56""W";"  3°31'39.54""S";" 59°53'50.92""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 18.100.000,00;
RMCRO;55; RAMAL DO kM 12 - AM-254;ESTRADA;PRIMÁRIO;AM-254;AM-254 - KM 12,12;Início do Ramal do Km 12 - Am-254 - Km 12,12;Fim do Ramal do Km 12 - Am-254 - Km 8,48;CAREIRO;RMM;8,40;;km;"  3°29'13.43""S";" 59°50'48.43""W";"  3°26'34.54""S";" 59°47'8.90""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 21.000.000,00;
RMCRO;56;RAMAL DO kM 15 - AM-254;ESTRADA;PRIMÁRIO;AM-254;AM-254 - KM 15,74;Início do Ramal do Km 15 - Am-254 - Km 15,74;Fim do Ramal do Km 15 - E. M. 22 de Setembro - Km 16,5;CAREIRO;RMM;16,50;;km;"  3°30'51.21""S";" 59°49'42.77""W";"  3°37'1.49""S";" 59°54'35.54""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 41.250.000,00;
RMCRO;57;RAMAL DOS 2 IRMÃOS;ESTRADA;PRIMÁRIO;AM-254 ;AM-254 - KM 13,63;Início do Ramal dos 2 irmãos - Am-254 - Ao Lado Multiloja e Serviços 2 Irmãos - Km 13,63;Fim do Ramal dos 2 Irmãos - Km 12,2 ;CAREIRO;RMM;12,20;;km;"  3°29'54.82""S";" 59°50'21.56""W";"  3°26'2.19""S";" 59°45'36.00""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 30.500.000,00;
RMCRO;58;RAMAL DO kM 19 - AM-354;ESTRADA;PRIMÁRIO;AM-354;AM-354 - KM 19,17;Início do Ramal do Km 19 - Am-354 - Km 19,17;Fim do Ramal do Km 19 - Am-354 - Km 2,48;CAREIRO;RMM;2,48;;km;"  3°37'28.80""S";" 60°23'5.05""W";"  3°38'11.43""S";" 60°24'15.03""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 6.200.000,00;
RMCRO;59;RAMAL DO kM 15 - AM-354 ;ESTRADA;PRIMÁRIO;AM-354;AM-354 - KM 15,18;Início do Ramal do Km 15 - Am-354 - Km 15,18;Fim do Ramal do Km 15 - Am-354 - Km 2,39;CAREIRO;RMM;2,39;;km;"  3°39'17.42""S";" 60°21'56.47""W";"  3°38'35.84""S";" 60°20'51.70""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 5.975.000,00;
RMCRO;60;RAMAL DO kM 7 - AM-354;ESTRADA;PRIMÁRIO;AM-354;AM-354 - KM 7,11;Início do Ramal do Km 7 - Am-354 - Km 7,11;Fim do Ramal do Km 7 - Ao Lado do Centro Comunitário Ns Perpetuo Socorro - Br-319 - Km 6,69;CAREIRO;RMM;6,69;;km;"  3°43'0.07""S";" 60°19'38.36""W";"  3°41'52.71""S";" 60°16'31.38""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 16.725.000,00;
RMCRO;61;RAMAL DO kM 5 - AM-354;ESTRADA;PRIMÁRIO;AM-354;AM-354 - KM 5,76;Início do Ramal do Km 5 - Am-354 - Km 5,76;Fim do Ramal do Km 5 - Am-354 - Km 3;CAREIRO;RMM;3,00;;km;"  3°43'38.27""S";" 60°19'16.81""W";"  3°44'15.32""S";" 60°20'38.90""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 7.500.000,00;
RMMAO;334;RAMAL SANTO ANTÔNIO;ESTRADA;PRIMÁRIO;AM-010 ;AM-0120 - KM 52,5;Início do Ramal Santo Antônio- Recanto Bougainville - Am-010 - Km 52,5;Fim do Ramal do Antônio - Km 8,91;MANAUS;RMM;8,91;12,21;km;"  2°45'34.71""S";" 59°55'15.60""W";"  2°47'52.86""S";" 59°57'18.56""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;EM OBRA;;CT-00019/2023-SEINFRA;Ramal Santo Antônio, kM 41 da Rodovia AM-010;R$ 22.275.000,00;R$ 14.196.766,23
RMATZ;27;RAMAL DO MARECHAL RONDON;ESTRADA;PRIMÁRIO;AM-254;AM-254 - KM 92,1;Início Ramal Marechal Rondon - Am-254 - Km 92,1;Fim do Ramal Marechal Rondon - Km 4,65;AUTAZES;RMM;4,65;5,28;km;"  3°32'20.68""S";" 59°12'11.56""W";"  3°30'9.09""S";" 59°12'34.40""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;CONCLUÍDO;;CT-00021/2020-SEINFRA;Ramal Marechal Rondon;R$ 11.625.000,00;R$ 10.245.875,60
RMATZ;28;RAMAL SÃO FELIX;ESTRADA;PRIMÁRIO;AM-254;AM-254 - KM 93,20;Início do Ramal São Felix - Am-254 - Km 93,2;Fim do Ramal São Felix - Km 1,45;AUTAZES;RMM;1,45;1,84;km;"  3°32'45.12""S";" 59°11'44.65""W";"  3°32'59.84""S";" 59°12'14.63""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;CONCLUÍDO;;CT-00021/2020-SEINFRA;Ramal São Félix;R$ 3.625.000,00;R$ 3.571.893,25
RMMAC;226; RAMAL DO ACAJATUBA;ESTRADA;PRIMÁRIO;AM-070;AM-070 - KM 69,49;Início do ramaldo acajatuba - Am-070 - Km 69,49;Fim do Ramal Acajatuba - Ramal da Prainha - Km 8,3 ;MANACAPURU;RMM;8,37;8,36;km;"  3°13'42.15""S";" 60°34'19.91""W";"  3°10'8.22""S";" 60°32'52.78""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;VISITADO / EM OBRA;;CT-00021/2023-SEINFRA;Ramal do Acajatuba (kM 68) da AM-070;R$ 20.925.000,00;R$ 19.217.556,28
RMMAC;230;RAMAL TERRA PRETA ;ESTRADA;PRIMÁRIO;AM-070;AM-070 - KM 59,44;Início Ramal Terra Preta - Am-070 - Km 59,44;Fim do Ramal Terra Preta - Km 3,23;MANACAPURU;RMM;3,23;3,15;km;"  3°14'23.00""S";" 60°29'6.68""W";"  3°15'39.58""S";" 60°29'56.43""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;EM OBRA;;CT-00021/2023-SEINFRA;Ramal Terra Preta (kM 58) da AM-070;R$ 8.075.000,00;R$ 7.241.064,86
RMCRO;67;SUB. RAMAL DO COBRA 1;ESTRADA;PRIMÁRIO;ESTRADA DO PURUPURU;ESTRADA DO PURUPUR - AO LADO DO PID PURUPURU - KM 22;Início do Sub.Ramal do Cobra 1 - Ao Lado Pid Purupuru - Km 22;Fim do Sub.Ramal do Cobra 1 - Km 5,34;CAREIRO ;RMM;5,34;;km;"  3°24'24.41""S";" 59°40'40.98""W";"  3°22'51.22""S";" 59°38'17.88""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 13.350.000,00;
RMCRO;68;ESTRADA DOS ANVERES;ESTRADA;PRIMÁRIO;BR-319;BR-319 - KM 93,20;Início do Ramal do Anveres - Br-319 - Km 93,20;Fim do Ramal do Anveres - Comunidade de Anveres - Km 3,21;CAREIRO ;RMM;3,21;;km;"  3°23'52.59""S";" 59°53'50.01""W";"  3°23'2.93""S";" 59°55'8.05""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 8.025.000,00;
RMCRV;69; SUB. RAMAL DO JATUARANA ;ESTRADA;PRIMÁRIO;SUB.RAMAL DO COBRA 1;SUB.RAMAL DO COBRA 1 - KM 5,34;Início do Ramal do Jatuarana - Ramal do Cobra 1 - Km 5,34;Fim do Sub.Ramal do Jaruana - Km 6,42;CAREIRO DA VÁRZEA;RMM;6,42;;km;"  3°22'51.20""S";" 59°38'17.88""W";"  3°25'16.17""S";" 59°36'9.93""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 16.050.000,00;
RMCRV;70;SUB. RAMAL DO MIRITI ;ESTRADA;PRIMÁRIO;SUB.RAMAL DO ANVERES;SUB. RAMAL DO ANVERES - KM 3,98;Início do Sub.Ramal do Miriti - Ramal do Anveres - Km 3,98;Fim do Sub. Ramal do Miriti - Km 16,5;CAREIRO DA VÁRZEA;RMM;16,50;;km;"  3°24'7.59""S";" 59°36'42.96""W";"  3°19'17.84""S";" 59°32'29.28""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 41.250.000,00;
RMTEF;465;RAMAL DO PAVÃO;ESTRADA;PRIMÁRIO;AM-366;AM-366 - KM 380;Início do Ramal do Pavão - Am-366 - Km 380 ;Fim do Ramal do Pavão - Km 4,94;TEFÉ;INTERIOR;4,94;1,77;km;"  3°28'36.65""S";" 64°38'30.48""W";"  3°31'9.73""S";" 64°38'8.03""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;CONCLUÍDO;;CT-00023/2020-SEINFRA;Ramal do Pavão;R$ 12.350.000,00;R$ 3.478.480,48
RMBBA;45;ESTRADA BORBA MAPIÁ;ESTRADA;PRIMÁRIO;ESTRADA BORBA MAPIÁ ;ESTRADA BORBA MAPIÁ - KM 3,25;Início da Estrada Borba Mapiá - Km 3,25;Fim da Estrada Borba Mapiá - Balneário do Mapiá - Km 23,6;BORBA;INTERIOR;23,60;23,73;km;"  4°25'31.65""S";" 59°35'18.48""W";"  4°35'53.00""S";" 59°30'57.08""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;CONCLUÍDO;;CT-00026/2022-SEINFRA;Ramal do Mapiá;R$ 59.000.000,00;R$ 30.559.615,77
RMGUA;74;RAMAL DO PORTO DO AÇAÍ ;ESTRADA;PRIMÁRIO;ESTRADA DA FLORESTA ;ESTRADA DA FLORESTA - KM 0,50;Início do Ramal do Porto do Açaí - Balneário da Floresta - Km 0,50;Fim Ramal do Porto do Açaí - Porto do Açaí - Km 3,91;GUAJARÁ;INTERIOR;3,91;3,94;km;"  7°31'40.16""S";" 72°33'48.00""W";"  7°29'45.45""S";" 72°34'9.73""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;CONCLUÍDO;;CT-00029/2021-SEINFRA;Ramal do Porto do Açaí;R$ 9.775.000,00;R$ 4.401.609,29
RMRPE;455;RAMAL SULIVAN PORTELA;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 82,9;Início do Ramal Sulivan Portela - Am-010 - Km 82,9;Fim do ramal Sulivan Portela - 20,1 Km;RIO PRETO DA EVA ;RMM;20,10;19,34;km;"  2°41'33.56""S";" 59°41'0.75""W";"  2°48'52.86""S";" 59°35'9.25""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;CONCLUÍDO;;CT-00032/2021-SEINFRA;Ramal do Sulivan Portela (19,3 km);R$ 50.250.000,00;R$ 19.507.968,74
RMMAO;332;RAMAL DAS FLORES ;ESTRADA;PRIMÁRIO;BR-174;BR-174 - KM 31;Início do Ramal das Flores - BR-174 - Km 31;Fim do Ramal das Flores - Km 2,9 ;MANAUS;RMM;2,94;3,01;km;"  2°41'30.86""S";" 60° 2'55.78""W";"  2°41'31.12""S";" 60° 4'30.71""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;VISITADO / CONCLUÍDO;;CT-00033/2021-SEINFRA;Ramal das Flores, kM 916 da BR-174;R$ 7.350.000,00;R$ 3.606.592,49
RMIRA;76;RAMAL DO IGARAPÉ AÇU;ESTRADA;PRIMÁRIO;AM-352;AM-352 - KM 74,86;Início do Ramal do Igarapé Açu - Am-352 - Km 74,86;Fim do Ramal do Igarapé Açu - Km 13,4;IRANDUBA;RMM;13,40;;km;"  2°49'56.70""S";" 60°55'57.61""W";"  2°51'12.74""S";" 60°51'6.43""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 33.500.000,00;
RMIRA;77;RAMAL DO ANGELIM;ESTRADA;PRIMÁRIO;AM-352; AM-352 - KM 58,38;Início do Ramal do Angelim - Am-352 - Km 58,38;Fim do Ramal do Angelim - Km 5,63;IRANDUBA;RMM;5,63;;km;"  2°57'23.22""S";" 60°57'25.41""W";"  2°55'40.42""S";" 60°55'37.85""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 14.075.000,00;
RMIRA;78;RAMAL DO MEMBECA;ESTRADA;PRIMÁRIO;AM-352;AM-352 - KM 58;Início do Ramal do Membeca - Am-352 - Km 58;Fim do Ramal do Membeca - Km 31 ;IRANDUBA;RMM;31,00;;km;"  2°57'33.49""S";" 60°57'18.23""W";"  3° 4'48.04""S";" 61° 4'49.69""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 77.500.000,00;
RMIRA;79;RAMAL DO NOVO SORRISO;ESTRADA;PRIMÁRIO;AM-352;AM-352 - KM 55,38;Início do Ramal do Novo Sorriso - Am-352 - Km 55,38;Fim do Ramal do Novo Sorriso - Km 3,94;IRANDUBA;RMM;3,94;;km;"  2°58'11.42""S";" 60°56'10.02""W";"  2°56'37.45""S";" 60°55'38.48""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 9.850.000,00;
RMIRA;80;RAMAL DO PALMEIRENSE;ESTRADA;PRIMÁRIO;AM-352;AM-352 - KM 52,64;Início do Ramal do Palmeirense - Am-352 - Km 52,64;Fim do Ramal do Palmereirense - Am-352 - Km 6,82;IRANDUBA;RMM;6,82;;km;"  2°58'49.21""S";" 60°54'51.20""W";"  3° 1'8.85""S";" 60°56'42.34""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 17.050.000,00;
RMIRA;81;RAMAL DO KM 52 - AM-352;ESTRADA;PRIMÁRIO;AM-352;AM-352 - KM 52;Início do Ramal do Km 52 - Am-352 - Km 52;Fim do Ramal do Km 52 - Am-352 - Km 4,70;IRANDUBA;RMM;4,70;;km;"  2°58'51.58""S";" 60°54'31.29""W";"  2°56'30.23""S";"   60°54'9.02""W  ";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 11.750.000,00;
RMIRA;82;RAMAL VALE DOURADO ;ESTRADA;PRIMÁRIO;AM-352;AM-352 - KM 50,98;Início do Ramal Vale Dourado - Am-352 - Km 50,98;Fim do Ramal Vale Dourado - Km 11,7;IRANDUBA;RMM;11,70;;km;"  2°59'4.21""S";" 60°54'0.31""W";"  2°54'23.51""S";" 60°51'30.39""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 29.250.000,00;
RMIRA;83;RAMAL DA FAMÍLIA;ESTRADA;PRIMÁRIO;AM-352;AM-352 - KM 48,59;Início do Ramal da Família - Am-352 - Km 48,59;Fim do Ramal da Família - Km 2,31;IRANDUBA;RMM;2,31;;km;"  3° 0'1.81""S";" 60°53'15.11""W";"  3° 0'27.92""S";" 60°54'16.71""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 5.775.000,00;
RMIRA;84;RAMAL DO TUMBIRA;ESTRADA;PRIMÁRIO;AM-352;AM-352 - KM 45,14;Início do Ramal do Tumbira - Am-352 - Km 45,14;Fim do Ramal  do Tumbira - Km 6,96;IRANDUBA;RMM;6,96;;km;"  3° 1'40.29""S";" 60°52'22.16""W";"  2°59'57.17""S";" 60°49'39.53""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 17.400.000,00;
RMIRA;85;RAMAL DO CAAPIRANGA;ESTRADA;PRIMÁRIO;AM-352;AM-352 - KM 38,37;Início do Ramal do Caapiranga - Am-352 - Km 38,37;Fim do Ramal do Caapiranga - Km 10,5;IRANDUBA;RMM;10,50;;km;"  3° 4'20.24""S";" 60°50'2.24""W";"  3° 8'35.40""S";" 60°53'0.94""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 26.250.000,00;
RMIRA;86;RAMAL DO DIAMANTE ;ESTRADA;PRIMÁRIO;AM-352;AM-352 - KM 36,79;Início do Ramal do Diamante - Am-352 - Km 36,79;Fim do Ramal do Diamante - Km 4,1;IRANDUBA;RMM;4,10;;km;"  3° 4'49.38""S";" 60°49'20.56""W";"  3° 3'21.48""S";" 60°48'3.97""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 10.250.000,00;
RMIRA;87;RAMAL DA COMUNIDADE DA FAMÍLIA;ESTRADA;PRIMÁRIO;AM-352;AM-352 - KM 33,65;Início do Ramal da Comunidade da Família - Am-352 - Km 33,65;Fim do Ramal da Comunidade da Fasmília - Km 0,32;IRANDUBA;RMM;0,32;;km;"  3° 5'47.69""S";" 60°48'10.92""W";"  3° 5'40.45""S";" 60°48'8.48""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 800.000,00;
RMIRA;88;RAMAL TAUARÍ;ESTRADA;PRIMÁRIO;AM-352;AM-352 - KM 32,88;Início do Ramal Tauarí - Am-352 - Km 32,88;Fim do Ramal Tauarí - Km 2,54;IRANDUBA;RMM;2,54;;km;"  3° 5'47.28""S";" 60°47'48.23""W";"  3° 6'48.30""S";" 60°48'24.26""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 6.350.000,00;
RMIRA;89;RAMAL DO MINEIRO ;ESTRADA;PRIMÁRIO;AM-352;AM-352 - KM 32,69;Início do Ramal do Mineiro - Am-352 - Km 32,69;Fim do Ramal do Mineiro - Km 14,4 ;IRANDUBA;RMM;14,40;;km;"  3° 5'49.99""S";" 60°47'42.37""W";"  3° 0'25.45""S";" 60°44'1.62""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 36.000.000,00;
RMIRA;90;RAMAL AMAZÔNIA JUNGLE;ESTRADA;PRIMÁRIO;AM-070;AM-070 - KM 36,36;Início do Ramal Amazônia Jungle - Am-070 - Km 36,36;Fim do Ramal Amazonia Jungle - Km 3,38;IRANDUBA;RMM;3,38;;km;"  3° 8'24.59""S";" 60°21'31.07""W";"  3° 8'24.83""S";" 60°21'57.39""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 8.450.000,00;
RMIRA;91;RAMAL DO LAGUINHO;ESTRADA;PRIMÁRIO;AM-070;AM-070 - KM 35,07;Início do Ramal do Laguinho - Am-070 - Km 35,07;Fim do Ramal do Laguinho - am-070 - Km 2,36;IRANDUBA;RMM;2,36;;km;"  3° 8'52.24""S";" 60°20'59.56""W";"  3° 9'56.43""S";" 60°21'26.49""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 5.900.000,00;
RMIRA;92;RAMAL DO KM 34 - AM-070;ESTRADA;PRIMÁRIO;AM-070;AM-070 - KM 34,51;Início do Ramal do Km 34 - Am-070 - Km 34,51;Fim do Ramal do Km 34 - Km 0,95;IRANDUBA;RMM;0,95;;km;"  3° 9'3.07""S";" 60°20'44.75""W";"  3° 8'33.08""S";" 60°20'37.38""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 2.375.000,00;
RMIRA;93;RAMAL DO KM 33 - AM-070;ESTRADA;PRIMÁRIO;AM-070;AM-070 - KM 33,62;Início do Ramal do Km 33 - Am-070 - Km 33,62;Fim do Ramal do Km 33 - Km 2,28;IRANDUBA;RMM;2,28;;km;"  3° 9'11.07""S";" 60°20'17.15""W";"  3° 8'20.33""S";" 60°20'38.59""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 5.700.000,00;
RMIRA;94;RAMAL DO PROFESSOR ;ESTRADA;PRIMÁRIO;AM-070;AM-070 - KM 33,26;Início do Ramal do Professor - Am-070 - Km 33,26;Fim do Ramal do ProFessor - Km  0,75;IRANDUBA;RMM;0,70;;km;"  3° 9'14.12""S";" 60°20'6.23""W";"  3° 8'51.36""S";" 60°20'0.96""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 1.750.000,00;
RMIRA;95;RAMAL SANTA MARIA ;ESTRADA;PRIMÁRIO;AM-070;AM-070 - KM 33,20;Início do Ramal Santa Maria - Am-070 - Km 33,20;Fim do Ramal Santa Maria - Km 2,46;IRANDUBA;RMM;2,46;;km;"  3° 9'14.55""S";" 60°20'4.01""W";"  3° 7'57.63""S";" 60°19'50.22""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;VISITADO;;;;R$ 6.150.000,00;
